text,intent,entities
hola pia sabes ingles,desconocido,[]
pia de donde eres,desconocido,[]
hey pia como te llamas,desconocido,[]
hey cuentame de la vida,desconocido,[]
pia como esta el clima,desconocido,[]
hey pia informame de la vida,desconocido,[]
hey pia tienes alguna religion,desconocido,[]
hola pia que es lo real,desconocido,[]
tienes alguna religion,desconocido,[]
que es lo real,desconocido,[]
sabes sumar pia,desconocido,[]
pia cualquier pregunta,desconocido,[]
hey pia cuanto es 1 1,desconocido,[]
cuanto es 3 3,desconocido,[]
cuanto es 1 1,desconocido,[]
pia cuantos anos tienes,desconocido,[]
hey como esta el cielo,desconocido,[]
cuanto es 1 1,desconocido,[]
hola pia cual es el origen del universo,desconocido,[]
pia te gusta cocinar,desconocido,[]
hey pia te gusta cocinar,desconocido,[]
hola hablame de lo que sea,desconocido,[]
hablame de lo que sea,desconocido,[]
hey pia que es lo real,desconocido,[]
hola pia como esta el precio del dolar,desconocido,[]
pia preguntas filosoficas,desconocido,[]
pia como esta el precio del dolar,desconocido,[]
hey que sabes hacer,desconocido,[]
como esta el cielo,desconocido,[]
hola pia de donde eres,desconocido,[]
hola pia como esta el clima,desconocido,[]
hey pia sabes sumar,desconocido,[]
hey que harias si fueras grande,desconocido,[]
te gusta cocinar,desconocido,[]
cualquier pregunta,desconocido,[]
de lo que sea pia,desconocido,[]
sabes hablar frances,desconocido,[]
hey cuanto es 1 mas 1,desconocido,[]
hola como puede ser el hombre feliz en el mundo,desconocido,[]
como puede ser el hombre feliz en el mundo,desconocido,[]
hola pia que piensas de el ser humano,desconocido,[]
hola el origen de la filosofía,desconocido,[]
que harias si fueras grande pia,desconocido,[]
hola que harias si fueras grande,desconocido,[]
hey pia como esta el cielo,desconocido,[]
sabes hablar frances,desconocido,[]
sabes ingles,desconocido,[]
cual es el origen del universo,desconocido,[]
hey pia cuanto es 1 mas 1,desconocido,[]
que hora es,desconocido,[]
hey pia habla me de algo,desconocido,[]
hey como te llamas,desconocido,[]
defineme la existencia pia,desconocido,[]
pia que te gusta comer,desconocido,[]
hey pia defineme la existencia,desconocido,[]
de donde vienes y a donde vas pia,desconocido,[]
como esta el clima,desconocido,[]
hey como puede ser el hombre feliz en el mundo,desconocido,[]
cualquier pregunta pia,desconocido,[]
hey cuanto es 3 3,desconocido,[]
hey el origen de la filosofía,desconocido,[]
que te gusta comer,desconocido,[]
hey pia preguntas filosoficas,desconocido,[]
habla me de algo,desconocido,[]
hola como esta el cielo,desconocido,[]
hola como te llamas,desconocido,[]
hey defineme la existencia,desconocido,[]
como te llamas pia,desconocido,[]
hola pia alguna vez te has enamorado,desconocido,[]
hola sabes sumar,desconocido,[]
crees en dios,desconocido,[]
informame de la vida,desconocido,[]
hola cuanto es dos mas dos,desconocido,[]
que harias si fueras grande,desconocido,[]
hola pia que te gusta comer,desconocido,[]
hey de donde vienes y a donde vas,desconocido,[]
analisis de la realidad,desconocido,[]
pia defineme la existencia,desconocido,[]
hey hablame de lo que sea,desconocido,[]
hey de lo que sea pia,desconocido,[]
hey pia cualquier pregunta,desconocido,[]
pia como puede ser el hombre feliz en el mundo,desconocido,[]
cuestiones asociadas con la capacidad de pensar y reflexionar,desconocido,[]
alguna vez te has enamorado,desconocido,[]
eres bonita pia,desconocido,[]
hey pia cuantos anos tienes,desconocido,[]
pia que es lo real,desconocido,[]
hey cualquier pregunta,desconocido,[]
como te llamas,desconocido,[]
como puede ser el hombre feliz en el mundo pia,desconocido,[]
hey pia de donde vienes y a donde vas,desconocido,[]
pia cuestiones asociadas con la capacidad de pensar y reflexionar,desconocido,[]
hola pia como te llamas,desconocido,[]
hola crees en dios,desconocido,[]
preguntas filosoficas pia,desconocido,[]
informame de la vida,desconocido,[]
hey preguntas filosoficas,desconocido,[]
sabes ingles pia,desconocido,[]
hey pia que piensas de el ser humano,desconocido,[]
hey sabes sumar,desconocido,[]
pia que hora es,desconocido,[]
sabes sumar,desconocido,[]
hola cuanto es 1 mas 1,desconocido,[]
cuanto pesas,desconocido,[]
pia como te llamas,desconocido,[]
hola cual es el origen del universo,desconocido,[]
pia informame de la vida,desconocido,[]
hola cuanto pesas,desconocido,[]
hola pia te gusta cocinar,desconocido,[]
hola como esta el clima,desconocido,[]
eres bonita,desconocido,[]
hola defineme la existencia,desconocido,[]
de lo que sea pia pia,desconocido,[]
que hora es,desconocido,[]
hola pia cuanto es 1 1,desconocido,[]
cuestiones asociadas con la capacidad de pensar y reflexionar pia,desconocido,[]
hola pia cuestiones asociadas con la capacidad de pensar y reflexionar,desconocido,[]
hey cuanto pesas,desconocido,[]
hey cuanto es 1 1,desconocido,[]
tienes alguna religion pia,desconocido,[]
hey pia cuanto es dos mas dos,desconocido,[]
hey cuantos anos tienes,desconocido,[]
hey como esta el clima,desconocido,[]
pia cual es el origen del universo,desconocido,[]
hola pia sabes hablar frances,desconocido,[]
hola de lo que sea pia,desconocido,[]
cuanto es 1 1 pia,desconocido,[]
hola pia analisis de la realidad,desconocido,[]
hey pia que harias si fueras grande,desconocido,[]
hey pia hablame de lo que sea,desconocido,[]
hola cualquier pregunta,desconocido,[]
hola pia hablame de lo que sea,desconocido,[]
como esta el precio del dolar,desconocido,[]
de lo que sea pia,desconocido,[]
cuanto es 1 mas 1,desconocido,[]
hey pia crees en dios,desconocido,[]
cuanto es dos mas dos pia,desconocido,[]
cuanto es dos mas dos,desconocido,[]
hola cuanto es 1 1,desconocido,[]
como esta el precio del dolar,desconocido,[]
como esta el clima pia,desconocido,[]
de donde vienes y a donde vas,desconocido,[]
como puede ser el hombre feliz en el mundo,desconocido,[]
pia cuanto es dos mas dos,desconocido,[]
hey pia cual es el origen del universo,desconocido,[]
el origen de la filosofía,desconocido,[]
hola pia como esta el cielo,desconocido,[]
hey informame de la vida,desconocido,[]
que sabes hacer pia,desconocido,[]
hey sabes ingles,desconocido,[]
hola pia defineme la existencia,desconocido,[]
preguntas filosoficas,desconocido,[]
pia hablame de lo que sea,desconocido,[]
hola pia habla me de algo,desconocido,[]
cuanto es 1 mas 1,desconocido,[]
hola pia cuanto es 1 mas 1,desconocido,[]
hola sabes hablar frances,desconocido,[]
de donde vienes y a donde vas,desconocido,[]
que piensas de el ser humano,desconocido,[]
hola habla me de algo,desconocido,[]
pia cuanto es 3 3,desconocido,[]
hey que hora es,desconocido,[]
pia cuanto es 1 mas 1,desconocido,[]
hola pia crees en dios,desconocido,[]
hey de donde eres,desconocido,[]
preguntas filosoficas,desconocido,[]
de donde eres,desconocido,[]
hey alguna vez te has enamorado,desconocido,[]
hola eres bonita,desconocido,[]
defineme la existencia,desconocido,[]
hola tienes alguna religion,desconocido,[]
que te gusta comer,desconocido,[]
como esta el cielo,desconocido,[]
hablame de lo que sea,desconocido,[]
hey cuestiones asociadas con la capacidad de pensar y reflexionar,desconocido,[]
hola que es lo real,desconocido,[]
hey que te gusta comer,desconocido,[]
pia que piensas de el ser humano,desconocido,[]
hola que hora es,desconocido,[]
cuantos anos tienes pia,desconocido,[]
el origen de la filosofía pia,desconocido,[]
defineme la existencia,desconocido,[]
hey analisis de la realidad,desconocido,[]
hola hablame de la vida,desconocido,[]
hey pia sabes ingles,desconocido,[]
que piensas de el ser humano,desconocido,[]
pia analisis de la realidad,desconocido,[]
cuanto es 3 3 pia,desconocido,[]
sabes hablar frances pia,desconocido,[]
hey crees en dios,desconocido,[]
cuanto pesas pia,desconocido,[]
que es lo real pia,desconocido,[]
hola pia que sabes hacer,desconocido,[]
hola cuantos anos tienes,desconocido,[]
el origen de la filosofía,desconocido,[]
que hora es pia,desconocido,[]
como esta el cielo pia,desconocido,[]
hola pia tienes alguna religion,desconocido,[]
hey pia el origen de la filosofía,desconocido,[]
alguna vez te has enamorado,desconocido,[]
que sabes hacer,desconocido,[]
hey pia que te gusta comer,desconocido,[]
hola pia de donde vienes y a donde vas,desconocido,[]
hola de donde vienes y a donde vas,desconocido,[]
pia hablame de la vida,desconocido,[]
hey cuanto es dos mas dos,desconocido,[]
hey pia como esta el precio del dolar,desconocido,[]
pia cuanto pesas,desconocido,[]
pia que sabes hacer,desconocido,[]
cualquier pregunta,desconocido,[]
cuanto es 3 3,desconocido,[]
hey tienes alguna religion,desconocido,[]
como esta el precio del dolar pia,desconocido,[]
pia sabes ingles,desconocido,[]
hola pia hablame de la vida,desconocido,[]
hey pia como esta el clima,desconocido,[]
eres bonita,desconocido,[]
cuestiones asociadas con la capacidad de pensar y reflexionar,desconocido,[]
hola pia como puede ser el hombre feliz en el mundo,desconocido,[]
cuantos anos tienes,desconocido,[]
pia eres bonita,desconocido,[]
hola pia cualquier pregunta,desconocido,[]
alguna vez te has enamorado pia,desconocido,[]
pia el origen de la filosofía,desconocido,[]
pia de lo que sea pia,desconocido,[]
cual es el origen del universo pia,desconocido,[]
hola preguntas filosoficas,desconocido,[]
hey pia analisis de la realidad,desconocido,[]
hola cuestiones asociadas con la capacidad de pensar y reflexionar,desconocido,[]
hey pia hablame de la vida,desconocido,[]
hey te gusta cocinar,desconocido,[]
pia de donde vienes y a donde vas,desconocido,[]
tienes alguna religion,desconocido,[]
hola pia cuentame de la vida,desconocido,[]
analisis de la realidad,desconocido,[]
hola te gusta cocinar,desconocido,[]
hola pia preguntas filosoficas,desconocido,[]
hey como esta el precio del dolar,desconocido,[]
hablame de la vida,desconocido,[]
hey pia cuanto pesas,desconocido,[]
cuanto pesas,desconocido,[]
pia cuanto es 1 1,desconocido,[]
que sabes hacer,desconocido,[]
hola que sabes hacer,desconocido,[]
hey pia cuanto es 3 3,desconocido,[]
hola cuanto es 3 3,desconocido,[]
de donde eres pia,desconocido,[]
pia crees en dios,desconocido,[]
hey pia de donde eres,desconocido,[]
hey pia de lo que sea pia,desconocido,[]
hola pia que hora es,desconocido,[]
habla me de algo pia,desconocido,[]
hablame de lo que sea pia,desconocido,[]
hey pia cuestiones asociadas con la capacidad de pensar y reflexionar,desconocido,[]
que piensas de el ser humano pia,desconocido,[]
hey hablame de la vida,desconocido,[]
como esta el clima,desconocido,[]
crees en dios,desconocido,[]
hola alguna vez te has enamorado,desconocido,[]
pia sabes sumar,desconocido,[]
hey eres bonita,desconocido,[]
cuentame de la vida,desconocido,[]
cuentame de la vida,desconocido,[]
crees en dios pia,desconocido,[]
hola como esta el precio del dolar,desconocido,[]
hey habla me de algo,desconocido,[]
como te llamas,desconocido,[]
sabes ingles,desconocido,[]
sabes sumar,desconocido,[]
hey pia sabes hablar frances,desconocido,[]
pia habla me de algo,desconocido,[]
cuantos anos tienes,desconocido,[]
hola pia cuanto pesas,desconocido,[]
hola pia cuantos anos tienes,desconocido,[]
hola que te gusta comer,desconocido,[]
que harias si fueras grande,desconocido,[]
hola pia el origen de la filosofía,desconocido,[]
hola pia informame de la vida,desconocido,[]
hola pia eres bonita,desconocido,[]
hola pia sabes sumar,desconocido,[]
cuentame de la vida pia,desconocido,[]
pia tienes alguna religion,desconocido,[]
cual es el origen del universo,desconocido,[]
hola pia de lo que sea pia,desconocido,[]
pia cuentame de la vida,desconocido,[]
hablame de la vida,desconocido,[]
hablame de la vida pia,desconocido,[]
cuanto es dos mas dos,desconocido,[]
hola pia cuanto es 3 3,desconocido,[]
hola pia cuanto es dos mas dos,desconocido,[]
cuanto es 1 mas 1 pia,desconocido,[]
que es lo real,desconocido,[]
te gusta cocinar,desconocido,[]
hey pia cuentame de la vida,desconocido,[]
te gusta cocinar pia,desconocido,[]
hey pia alguna vez te has enamorado,desconocido,[]
hey que es lo real,desconocido,[]
hey pia que sabes hacer,desconocido,[]
hola sabes ingles,desconocido,[]
hola de donde eres,desconocido,[]
hey sabes hablar frances,desconocido,[]
de donde eres,desconocido,[]
hola informame de la vida,desconocido,[]
hola que piensas de el ser humano,desconocido,[]
pia sabes hablar frances,desconocido,[]
analisis de la realidad pia,desconocido,[]
pia que harias si fueras grande,desconocido,[]
hey pia como puede ser el hombre feliz en el mundo,desconocido,[]
pia como esta el cielo,desconocido,[]
hey pia que hora es,desconocido,[]
habla me de algo,desconocido,[]
que te gusta comer pia,desconocido,[]
pia alguna vez te has enamorado,desconocido,[]
hola cuentame de la vida,desconocido,[]
hola pia que harias si fueras grande,desconocido,[]
hey que piensas de el ser humano,desconocido,[]
hey pia eres bonita,desconocido,[]
hey cual es el origen del universo,desconocido,[]
informame de la vida pia,desconocido,[]
hola analisis de la realidad,desconocido,[]
hola pia sabes ingles,desconocido,[]
pia de donde eres,desconocido,[]
hey pia como te llamas,desconocido,[]
hey cuentame de la vida,desconocido,[]
pia como esta el clima,desconocido,[]
hey pia informame de la vida,desconocido,[]
hey pia tienes alguna religion,desconocido,[]
hola pia que es lo real,desconocido,[]
tienes alguna religion,desconocido,[]
que es lo real,desconocido,[]
sabes sumar pia,desconocido,[]
pia cualquier pregunta,desconocido,[]
hey pia cuanto es 1 1,desconocido,[]
cuanto es 3 3,desconocido,[]
cuanto es 1 1,desconocido,[]
pia cuantos anos tienes,desconocido,[]
hey como esta el cielo,desconocido,[]
cuanto es 1 1,desconocido,[]
hola pia cual es el origen del universo,desconocido,[]
pia te gusta cocinar,desconocido,[]
hey pia te gusta cocinar,desconocido,[]
hola hablame de lo que sea,desconocido,[]
hablame de lo que sea,desconocido,[]
hey pia que es lo real,desconocido,[]
hola pia como esta el precio del dolar,desconocido,[]
pia preguntas filosoficas,desconocido,[]
pia como esta el precio del dolar,desconocido,[]
hey que sabes hacer,desconocido,[]
como esta el cielo,desconocido,[]
hola pia de donde eres,desconocido,[]
hola pia como esta el clima,desconocido,[]
hey pia sabes sumar,desconocido,[]
hey que harias si fueras grande,desconocido,[]
te gusta cocinar,desconocido,[]
cualquier pregunta,desconocido,[]
de lo que sea pia,desconocido,[]
sabes hablar frances,desconocido,[]
hey cuanto es 1 mas 1,desconocido,[]
hola como puede ser el hombre feliz en el mundo,desconocido,[]
como puede ser el hombre feliz en el mundo,desconocido,[]
hola pia que piensas de el ser humano,desconocido,[]
hola el origen de la filosofía,desconocido,[]
que harias si fueras grande pia,desconocido,[]
